facet_id,facet_name,category,scoring_type,rubric,batch_id
1,Risktaking,Personality,inferred,"1=No evidence of Risktaking in the conversation; 2=Slight trace of Risktaking; 3=Moderate presence of Risktaking; 4=Clear and notable Risktaking; 5=Very strong, dominant Risktaking",0
229,Psychological construct: Cultural Intelligence – Behavioral,Cognition,inferred,"1=No evidence of Psychological construct: Cultural Intelligence – Behavioral in the conversation; 2=Slight trace of Psychological construct: Cultural Intelligence – Behavioral; 3=Moderate presence of Psychological construct: Cultural Intelligence – Behavioral; 4=Clear and notable Psychological construct: Cultural Intelligence – Behavioral; 5=Very strong, dominant Psychological construct: Cultural Intelligence – Behavioral",22
230,Metabolic Rate (Low or High),Health,external,"1=No evidence of Metabolic Rate (Low or High) in the conversation; 2=Slight trace of Metabolic Rate (Low or High); 3=Moderate presence of Metabolic Rate (Low or High); 4=Clear and notable Metabolic Rate (Low or High); 5=Very strong, dominant Metabolic Rate (Low or High)",22
231,Dietary Habits,Health,inferred,"1=No evidence of Dietary Habits in the conversation; 2=Slight trace of Dietary Habits; 3=Moderate presence of Dietary Habits; 4=Clear and notable Dietary Habits; 5=Very strong, dominant Dietary Habits",23
232,Significance: Desire to make an impact,General,inferred,"1=No evidence of Significance: Desire to make an impact in the conversation; 2=Slight trace of Significance: Desire to make an impact; 3=Moderate presence of Significance: Desire to make an impact; 4=Clear and notable Significance: Desire to make an impact; 5=Very strong, dominant Significance: Desire to make an impact",23
233,Psychological construct: Resilience-Trait score,Cognition,external,"1=No evidence of Psychological construct: Resilience-Trait score in the conversation; 2=Slight trace of Psychological construct: Resilience-Trait score; 3=Moderate presence of Psychological construct: Resilience-Trait score; 4=Clear and notable Psychological construct: Resilience-Trait score; 5=Very strong, dominant Psychological construct: Resilience-Trait score",23
234,Boredom Susceptibility,General,inferred,"1=No evidence of Boredom Susceptibility in the conversation; 2=Slight trace of Boredom Susceptibility; 3=Moderate presence of Boredom Susceptibility; 4=Clear and notable Boredom Susceptibility; 5=Very strong, dominant Boredom Susceptibility",23
235,Psychological construct: Consummatory Pleasure scale,Cognition,inferred,"1=No evidence of Psychological construct: Consummatory Pleasure scale in the conversation; 2=Slight trace of Psychological construct: Consummatory Pleasure scale; 3=Moderate presence of Psychological construct: Consummatory Pleasure scale; 4=Clear and notable Psychological construct: Consummatory Pleasure scale; 5=Very strong, dominant Psychological construct: Consummatory Pleasure scale",23
236,Leadership Styles and Behaviors,Social,inferred,"1=No evidence of Leadership Styles and Behaviors in the conversation; 2=Slight trace of Leadership Styles and Behaviors; 3=Moderate presence of Leadership Styles and Behaviors; 4=Clear and notable Leadership Styles and Behaviors; 5=Very strong, dominant Leadership Styles and Behaviors",23
237,I Ching hexagram 5 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 5 resonance level in the conversation; 2=Slight trace of I Ching hexagram 5 resonance level; 3=Moderate presence of I Ching hexagram 5 resonance level; 4=Clear and notable I Ching hexagram 5 resonance level; 5=Very strong, dominant I Ching hexagram 5 resonance level",23
238,Macronutrient ratio: carbs,Health,external,"1=No evidence of Macronutrient ratio: carbs in the conversation; 2=Slight trace of Macronutrient ratio: carbs; 3=Moderate presence of Macronutrient ratio: carbs; 4=Clear and notable Macronutrient ratio: carbs; 5=Very strong, dominant Macronutrient ratio: carbs",23
239,Passport-stamps count,Lifestyle,external,"1=No evidence of Passport-stamps count in the conversation; 2=Slight trace of Passport-stamps count; 3=Moderate presence of Passport-stamps count; 4=Clear and notable Passport-stamps count; 5=Very strong, dominant Passport-stamps count",23
240,Local-food sourcing %,General,inferred,"1=No evidence of Local-food sourcing % in the conversation; 2=Slight trace of Local-food sourcing %; 3=Moderate presence of Local-food sourcing %; 4=Clear and notable Local-food sourcing %; 5=Very strong, dominant Local-food sourcing %",23
241,Patient care orientation,General,inferred,"1=No evidence of Patient care orientation in the conversation; 2=Slight trace of Patient care orientation; 3=Moderate presence of Patient care orientation; 4=Clear and notable Patient care orientation; 5=Very strong, dominant Patient care orientation",24
242,Soft-skill training hours,General,external,"1=No evidence of Soft-skill training hours in the conversation; 2=Slight trace of Soft-skill training hours; 3=Moderate presence of Soft-skill training hours; 4=Clear and notable Soft-skill training hours; 5=Very strong, dominant Soft-skill training hours",24
243,Graffiti appreciation,General,inferred,"1=No evidence of Graffiti appreciation in the conversation; 2=Slight trace of Graffiti appreciation; 3=Moderate presence of Graffiti appreciation; 4=Clear and notable Graffiti appreciation; 5=Very strong, dominant Graffiti appreciation",24
244,Preference for Home-Cooked vs Restaurant Meals,Spirituality,inferred,"1=No evidence of Preference for Home-Cooked vs Restaurant Meals in the conversation; 2=Slight trace of Preference for Home-Cooked vs Restaurant Meals; 3=Moderate presence of Preference for Home-Cooked vs Restaurant Meals; 4=Clear and notable Preference for Home-Cooked vs Restaurant Meals; 5=Very strong, dominant Preference for Home-Cooked vs Restaurant Meals",24
245,Immune-response age,Health,external,"1=No evidence of Immune-response age in the conversation; 2=Slight trace of Immune-response age; 3=Moderate presence of Immune-response age; 4=Clear and notable Immune-response age; 5=Very strong, dominant Immune-response age",24
246,Social-cognition variable: Cognitive Empathy,Cognition,inferred,"1=No evidence of Social-cognition variable: Cognitive Empathy in the conversation; 2=Slight trace of Social-cognition variable: Cognitive Empathy; 3=Moderate presence of Social-cognition variable: Cognitive Empathy; 4=Clear and notable Social-cognition variable: Cognitive Empathy; 5=Very strong, dominant Social-cognition variable: Cognitive Empathy",24
247,Kink-interest diversity,General,inferred,"1=No evidence of Kink-interest diversity in the conversation; 2=Slight trace of Kink-interest diversity; 3=Moderate presence of Kink-interest diversity; 4=Clear and notable Kink-interest diversity; 5=Very strong, dominant Kink-interest diversity",24
248,Adaptability and Flexibility,General,inferred,"1=No evidence of Adaptability and Flexibility in the conversation; 2=Slight trace of Adaptability and Flexibility; 3=Moderate presence of Adaptability and Flexibility; 4=Clear and notable Adaptability and Flexibility; 5=Very strong, dominant Adaptability and Flexibility",24
249,Judging Consequences,General,inferred,"1=No evidence of Judging Consequences in the conversation; 2=Slight trace of Judging Consequences; 3=Moderate presence of Judging Consequences; 4=Clear and notable Judging Consequences; 5=Very strong, dominant Judging Consequences",24
250,Harmfulness,Safety,inferred,"1=No evidence of Harmfulness in the conversation; 2=Slight trace of Harmfulness; 3=Moderate presence of Harmfulness; 4=Clear and notable Harmfulness; 5=Very strong, dominant Harmfulness",24
251,Affinity,General,inferred,"1=No evidence of Affinity in the conversation; 2=Slight trace of Affinity; 3=Moderate presence of Affinity; 4=Clear and notable Affinity; 5=Very strong, dominant Affinity",25
252,Abasement,General,inferred,"1=No evidence of Abasement in the conversation; 2=Slight trace of Abasement; 3=Moderate presence of Abasement; 4=Clear and notable Abasement; 5=Very strong, dominant Abasement",25
253,Chronic pain presence,Health,inferred,"1=No evidence of Chronic pain presence in the conversation; 2=Slight trace of Chronic pain presence; 3=Moderate presence of Chronic pain presence; 4=Clear and notable Chronic pain presence; 5=Very strong, dominant Chronic pain presence",25
254,Discernment practice hours / week,General,external,"1=No evidence of Discernment practice hours / week in the conversation; 2=Slight trace of Discernment practice hours / week; 3=Moderate presence of Discernment practice hours / week; 4=Clear and notable Discernment practice hours / week; 5=Very strong, dominant Discernment practice hours / week",25
255,Initiative,Behavior,inferred,"1=No evidence of Initiative in the conversation; 2=Slight trace of Initiative; 3=Moderate presence of Initiative; 4=Clear and notable Initiative; 5=Very strong, dominant Initiative",25
256,Courageousness,General,external,"1=No evidence of Courageousness in the conversation; 2=Slight trace of Courageousness; 3=Moderate presence of Courageousness; 4=Clear and notable Courageousness; 5=Very strong, dominant Courageousness",25
257,Joyfulness,Emotion,inferred,"1=No evidence of Joyfulness in the conversation; 2=Slight trace of Joyfulness; 3=Moderate presence of Joyfulness; 4=Clear and notable Joyfulness; 5=Very strong, dominant Joyfulness",25
258,Suspicion,General,inferred,"1=No evidence of Suspicion in the conversation; 2=Slight trace of Suspicion; 3=Moderate presence of Suspicion; 4=Clear and notable Suspicion; 5=Very strong, dominant Suspicion",25
259,Basophil count,Health,external,"1=No evidence of Basophil count in the conversation; 2=Slight trace of Basophil count; 3=Moderate presence of Basophil count; 4=Clear and notable Basophil count; 5=Very strong, dominant Basophil count",25
260,Attachment avoidance score,Behavior,external,"1=No evidence of Attachment avoidance score in the conversation; 2=Slight trace of Attachment avoidance score; 3=Moderate presence of Attachment avoidance score; 4=Clear and notable Attachment avoidance score; 5=Very strong, dominant Attachment avoidance score",25
261,Time Orientation End Points,General,inferred,"1=No evidence of Time Orientation End Points in the conversation; 2=Slight trace of Time Orientation End Points; 3=Moderate presence of Time Orientation End Points; 4=Clear and notable Time Orientation End Points; 5=Very strong, dominant Time Orientation End Points",26
262,Brazenness,General,inferred,"1=No evidence of Brazenness in the conversation; 2=Slight trace of Brazenness; 3=Moderate presence of Brazenness; 4=Clear and notable Brazenness; 5=Very strong, dominant Brazenness",26
263,Talkativeness,Language,linguistic,"1=No evidence of Talkativeness in the conversation; 2=Slight trace of Talkativeness; 3=Moderate presence of Talkativeness; 4=Clear and notable Talkativeness; 5=Very strong, dominant Talkativeness",26
264,Equitableness,General,inferred,"1=No evidence of Equitableness in the conversation; 2=Slight trace of Equitableness; 3=Moderate presence of Equitableness; 4=Clear and notable Equitableness; 5=Very strong, dominant Equitableness",26
265,Ideas generated/day,General,external,"1=No evidence of Ideas generated/day in the conversation; 2=Slight trace of Ideas generated/day; 3=Moderate presence of Ideas generated/day; 4=Clear and notable Ideas generated/day; 5=Very strong, dominant Ideas generated/day",26
266,Originality,General,inferred,"1=No evidence of Originality in the conversation; 2=Slight trace of Originality; 3=Moderate presence of Originality; 4=Clear and notable Originality; 5=Very strong, dominant Originality",26
267,Fearfulness: Fear of physical dangers,Safety,inferred,"1=No evidence of Fearfulness: Fear of physical dangers in the conversation; 2=Slight trace of Fearfulness: Fear of physical dangers; 3=Moderate presence of Fearfulness: Fear of physical dangers; 4=Clear and notable Fearfulness: Fear of physical dangers; 5=Very strong, dominant Fearfulness: Fear of physical dangers",26
268,Dance rehearsal hours/week,Lifestyle,external,"1=No evidence of Dance rehearsal hours/week in the conversation; 2=Slight trace of Dance rehearsal hours/week; 3=Moderate presence of Dance rehearsal hours/week; 4=Clear and notable Dance rehearsal hours/week; 5=Very strong, dominant Dance rehearsal hours/week",26
269,Practice frequency: Mantra meditation,Spirituality,external,"1=No evidence of Practice frequency: Mantra meditation in the conversation; 2=Slight trace of Practice frequency: Mantra meditation; 3=Moderate presence of Practice frequency: Mantra meditation; 4=Clear and notable Practice frequency: Mantra meditation; 5=Very strong, dominant Practice frequency: Mantra meditation",26
270,Public-transport km/week,Lifestyle,external,"1=No evidence of Public-transport km/week in the conversation; 2=Slight trace of Public-transport km/week; 3=Moderate presence of Public-transport km/week; 4=Clear and notable Public-transport km/week; 5=Very strong, dominant Public-transport km/week",26
271,Social Desirability Bias,Social,inferred,"1=No evidence of Social Desirability Bias in the conversation; 2=Slight trace of Social Desirability Bias; 3=Moderate presence of Social Desirability Bias; 4=Clear and notable Social Desirability Bias; 5=Very strong, dominant Social Desirability Bias",27
272,I Ching hexagram 43 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 43 resonance level in the conversation; 2=Slight trace of I Ching hexagram 43 resonance level; 3=Moderate presence of I Ching hexagram 43 resonance level; 4=Clear and notable I Ching hexagram 43 resonance level; 5=Very strong, dominant I Ching hexagram 43 resonance level",27
273,Disagreeableness,Personality,inferred,"1=No evidence of Disagreeableness in the conversation; 2=Slight trace of Disagreeableness; 3=Moderate presence of Disagreeableness; 4=Clear and notable Disagreeableness; 5=Very strong, dominant Disagreeableness",27
274,Participation in Community Activities,Social,inferred,"1=No evidence of Participation in Community Activities in the conversation; 2=Slight trace of Participation in Community Activities; 3=Moderate presence of Participation in Community Activities; 4=Clear and notable Participation in Community Activities; 5=Very strong, dominant Participation in Community Activities",27
275,Impudence,General,inferred,"1=No evidence of Impudence in the conversation; 2=Slight trace of Impudence; 3=Moderate presence of Impudence; 4=Clear and notable Impudence; 5=Very strong, dominant Impudence",27
276,Analogies,General,inferred,"1=No evidence of Analogies in the conversation; 2=Slight trace of Analogies; 3=Moderate presence of Analogies; 4=Clear and notable Analogies; 5=Very strong, dominant Analogies",27
277,Clumsiness,General,inferred,"1=No evidence of Clumsiness in the conversation; 2=Slight trace of Clumsiness; 3=Moderate presence of Clumsiness; 4=Clear and notable Clumsiness; 5=Very strong, dominant Clumsiness",27
278,Tendency Toward Compromise or Confrontation,General,inferred,"1=No evidence of Tendency Toward Compromise or Confrontation in the conversation; 2=Slight trace of Tendency Toward Compromise or Confrontation; 3=Moderate presence of Tendency Toward Compromise or Confrontation; 4=Clear and notable Tendency Toward Compromise or Confrontation; 5=Very strong, dominant Tendency Toward Compromise or Confrontation",27
279,I Ching hexagram 19 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 19 resonance level in the conversation; 2=Slight trace of I Ching hexagram 19 resonance level; 3=Moderate presence of I Ching hexagram 19 resonance level; 4=Clear and notable I Ching hexagram 19 resonance level; 5=Very strong, dominant I Ching hexagram 19 resonance level",27
280,Robotics-interaction frequency,General,external,"1=No evidence of Robotics-interaction frequency in the conversation; 2=Slight trace of Robotics-interaction frequency; 3=Moderate presence of Robotics-interaction frequency; 4=Clear and notable Robotics-interaction frequency; 5=Very strong, dominant Robotics-interaction frequency",27
281,Casual lifestyle,General,inferred,"1=No evidence of Casual lifestyle in the conversation; 2=Slight trace of Casual lifestyle; 3=Moderate presence of Casual lifestyle; 4=Clear and notable Casual lifestyle; 5=Very strong, dominant Casual lifestyle",28
282,Collectedness,General,inferred,"1=No evidence of Collectedness in the conversation; 2=Slight trace of Collectedness; 3=Moderate presence of Collectedness; 4=Clear and notable Collectedness; 5=Very strong, dominant Collectedness",28
283,Reliance on context,General,inferred,"1=No evidence of Reliance on context in the conversation; 2=Slight trace of Reliance on context; 3=Moderate presence of Reliance on context; 4=Clear and notable Reliance on context; 5=Very strong, dominant Reliance on context",28
284,Delegation skills,Behavior,inferred,"1=No evidence of Delegation skills in the conversation; 2=Slight trace of Delegation skills; 3=Moderate presence of Delegation skills; 4=Clear and notable Delegation skills; 5=Very strong, dominant Delegation skills",28
285,I Ching hexagram 49 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 49 resonance level in the conversation; 2=Slight trace of I Ching hexagram 49 resonance level; 3=Moderate presence of I Ching hexagram 49 resonance level; 4=Clear and notable I Ching hexagram 49 resonance level; 5=Very strong, dominant I Ching hexagram 49 resonance level",28
286,Managing emotions,Emotion,inferred,"1=No evidence of Managing emotions in the conversation; 2=Slight trace of Managing emotions; 3=Moderate presence of Managing emotions; 4=Clear and notable Managing emotions; 5=Very strong, dominant Managing emotions",28
287,Scripture memorization verses,Spirituality,inferred,"1=No evidence of Scripture memorization verses in the conversation; 2=Slight trace of Scripture memorization verses; 3=Moderate presence of Scripture memorization verses; 4=Clear and notable Scripture memorization verses; 5=Very strong, dominant Scripture memorization verses",28
288,Conventional,General,inferred,"1=No evidence of Conventional in the conversation; 2=Slight trace of Conventional; 3=Moderate presence of Conventional; 4=Clear and notable Conventional; 5=Very strong, dominant Conventional",28
289,Hindu spiritual metric: Bhagavad-Gita study hours,Spirituality,external,"1=No evidence of Hindu spiritual metric: Bhagavad-Gita study hours in the conversation; 2=Slight trace of Hindu spiritual metric: Bhagavad-Gita study hours; 3=Moderate presence of Hindu spiritual metric: Bhagavad-Gita study hours; 4=Clear and notable Hindu spiritual metric: Bhagavad-Gita study hours; 5=Very strong, dominant Hindu spiritual metric: Bhagavad-Gita study hours",28
290,Open-source contributions,General,inferred,"1=No evidence of Open-source contributions in the conversation; 2=Slight trace of Open-source contributions; 3=Moderate presence of Open-source contributions; 4=Clear and notable Open-source contributions; 5=Very strong, dominant Open-source contributions",28
291,Psychological construct: Social Conformity tendency,Personality,inferred,"1=No evidence of Psychological construct: Social Conformity tendency in the conversation; 2=Slight trace of Psychological construct: Social Conformity tendency; 3=Moderate presence of Psychological construct: Social Conformity tendency; 4=Clear and notable Psychological construct: Social Conformity tendency; 5=Very strong, dominant Psychological construct: Social Conformity tendency",29
292,Individuality,General,inferred,"1=No evidence of Individuality in the conversation; 2=Slight trace of Individuality; 3=Moderate presence of Individuality; 4=Clear and notable Individuality; 5=Very strong, dominant Individuality",29
293,I Ching hexagram 22 resonance level,Spirituality,external,"1=No evidence of I Ching hexagram 22 resonance level in the conversation; 2=Slight trace of I Ching hexagram 22 resonance level; 3=Moderate presence of I Ching hexagram 22 resonance level; 4=Clear and notable I Ching hexagram 22 resonance level; 5=Very strong, dominant I Ching hexagram 22 resonance level",29
294,Attachment style: Secure,General,inferred,"1=No evidence of Attachment style: Secure in the conversation; 2=Slight trace of Attachment style: Secure; 3=Moderate presence of Attachment style: Secure; 4=Clear and notable Attachment style: Secure; 5=Very strong, dominant Attachment style: Secure",29
295,Intelligence Quotient (IQ),Cognition,inferred,"1=No evidence of Intelligence Quotient (IQ) in the conversation; 2=Slight trace of Intelligence Quotient (IQ); 3=Moderate presence of Intelligence Quotient (IQ); 4=Clear and notable Intelligence Quotient (IQ); 5=Very strong, dominant Intelligence Quotient (IQ)",29
296,Blog-subscriber count,General,external,"1=No evidence of Blog-subscriber count in the conversation; 2=Slight trace of Blog-subscriber count; 3=Moderate presence of Blog-subscriber count; 4=Clear and notable Blog-subscriber count; 5=Very strong, dominant Blog-subscriber count",29
297,Non-Verbal Communication Skills,Social,inferred,"1=No evidence of Non-Verbal Communication Skills in the conversation; 2=Slight trace of Non-Verbal Communication Skills; 3=Moderate presence of Non-Verbal Communication Skills; 4=Clear and notable Non-Verbal Communication Skills; 5=Very strong, dominant Non-Verbal Communication Skills",29
298,Drug-use history,Safety,inferred,"1=No evidence of Drug-use history in the conversation; 2=Slight trace of Drug-use history; 3=Moderate presence of Drug-use history; 4=Clear and notable Drug-use history; 5=Very strong, dominant Drug-use history",29
299,Commute time/day,Lifestyle,inferred,"1=No evidence of Commute time/day in the conversation; 2=Slight trace of Commute time/day; 3=Moderate presence of Commute time/day; 4=Clear and notable Commute time/day; 5=Very strong, dominant Commute time/day",29
300,Decision-making speed,General,inferred,"1=No evidence of Decision-making speed in the conversation; 2=Slight trace of Decision-making speed; 3=Moderate presence of Decision-making speed; 4=Clear and notable Decision-making speed; 5=Very strong, dominant Decision-making speed",29
301,Psychological construct: Excuse-Making tendency,Cognition,inferred,"1=No evidence of Psychological construct: Excuse-Making tendency in the conversation; 2=Slight trace of Psychological construct: Excuse-Making tendency; 3=Moderate presence of Psychological construct: Excuse-Making tendency; 4=Clear and notable Psychological construct: Excuse-Making tendency; 5=Very strong, dominant Psychological construct: Excuse-Making tendency",30
302,Peer-to-peer lending usage,Social,external,"1=No evidence of Peer-to-peer lending usage in the conversation; 2=Slight trace of Peer-to-peer lending usage; 3=Moderate presence of Peer-to-peer lending usage; 4=Clear and notable Peer-to-peer lending usage; 5=Very strong, dominant Peer-to-peer lending usage",30
303,Psychological construct: Eye-Contact avoidance score,Cognition,external,"1=No evidence of Psychological construct: Eye-Contact avoidance score in the conversation; 2=Slight trace of Psychological construct: Eye-Contact avoidance score; 3=Moderate presence of Psychological construct: Eye-Contact avoidance score; 4=Clear and notable Psychological construct: Eye-Contact avoidance score; 5=Very strong, dominant Psychological construct: Eye-Contact avoidance score",30
304,Social-cognition variable: Faux Pas Recognition accuracy,Social,inferred,"1=No evidence of Social-cognition variable: Faux Pas Recognition accuracy in the conversation; 2=Slight trace of Social-cognition variable: Faux Pas Recognition accuracy; 3=Moderate presence of Social-cognition variable: Faux Pas Recognition accuracy; 4=Clear and notable Social-cognition variable: Faux Pas Recognition accuracy; 5=Very strong, dominant Social-cognition variable: Faux Pas Recognition accuracy",30
305,Conscientiousness (C),Personality,inferred,"1=No evidence of Conscientiousness (C) in the conversation; 2=Slight trace of Conscientiousness (C); 3=Moderate presence of Conscientiousness (C); 4=Clear and notable Conscientiousness (C); 5=Very strong, dominant Conscientiousness (C)",30
306,Use of Nature as a Stress Reliever,General,inferred,"1=No evidence of Use of Nature as a Stress Reliever in the conversation; 2=Slight trace of Use of Nature as a Stress Reliever; 3=Moderate presence of Use of Nature as a Stress Reliever; 4=Clear and notable Use of Nature as a Stress Reliever; 5=Very strong, dominant Use of Nature as a Stress Reliever",30
307,Attitude toward learning,General,inferred,"1=No evidence of Attitude toward learning in the conversation; 2=Slight trace of Attitude toward learning; 3=Moderate presence of Attitude toward learning; 4=Clear and notable Attitude toward learning; 5=Very strong, dominant Attitude toward learning",30
308,Conscientiousness Facets,Personality,inferred,"1=No evidence of Conscientiousness Facets in the conversation; 2=Slight trace of Conscientiousness Facets; 3=Moderate presence of Conscientiousness Facets; 4=Clear and notable Conscientiousness Facets; 5=Very strong, dominant Conscientiousness Facets",30
309,Honesty-humility trait score,General,external,"1=No evidence of Honesty-humility trait score in the conversation; 2=Slight trace of Honesty-humility trait score; 3=Moderate presence of Honesty-humility trait score; 4=Clear and notable Honesty-humility trait score; 5=Very strong, dominant Honesty-humility trait score",30
310,Digital-nomad months,Lifestyle,external,"1=No evidence of Digital-nomad months in the conversation; 2=Slight trace of Digital-nomad months; 3=Moderate presence of Digital-nomad months; 4=Clear and notable Digital-nomad months; 5=Very strong, dominant Digital-nomad months",30
311,Religious coping – Negative,General,inferred,"1=No evidence of Religious coping – Negative in the conversation; 2=Slight trace of Religious coping – Negative; 3=Moderate presence of Religious coping – Negative; 4=Clear and notable Religious coping – Negative; 5=Very strong, dominant Religious coping – Negative",31
312,Snacking Behavior,Lifestyle,inferred,"1=No evidence of Snacking Behavior in the conversation; 2=Slight trace of Snacking Behavior; 3=Moderate presence of Snacking Behavior; 4=Clear and notable Snacking Behavior; 5=Very strong, dominant Snacking Behavior",31
313,Aura-color perception,Spirituality,inferred,"1=No evidence of Aura-color perception in the conversation; 2=Slight trace of Aura-color perception; 3=Moderate presence of Aura-color perception; 4=Clear and notable Aura-color perception; 5=Very strong, dominant Aura-color perception",31
314,Sacred text engagement: Zohar (Kabbalah) study hours,Spirituality,external,"1=No evidence of Sacred text engagement: Zohar (Kabbalah) study hours in the conversation; 2=Slight trace of Sacred text engagement: Zohar (Kabbalah) study hours; 3=Moderate presence of Sacred text engagement: Zohar (Kabbalah) study hours; 4=Clear and notable Sacred text engagement: Zohar (Kabbalah) study hours; 5=Very strong, dominant Sacred text engagement: Zohar (Kabbalah) study hours",31
315,Motivational Drivers,General,inferred,"1=No evidence of Motivational Drivers in the conversation; 2=Slight trace of Motivational Drivers; 3=Moderate presence of Motivational Drivers; 4=Clear and notable Motivational Drivers; 5=Very strong, dominant Motivational Drivers",31
316,Cloud-backup frequency,General,external,"1=No evidence of Cloud-backup frequency in the conversation; 2=Slight trace of Cloud-backup frequency; 3=Moderate presence of Cloud-backup frequency; 4=Clear and notable Cloud-backup frequency; 5=Very strong, dominant Cloud-backup frequency",31
317,Learning Style,General,inferred,"1=No evidence of Learning Style in the conversation; 2=Slight trace of Learning Style; 3=Moderate presence of Learning Style; 4=Clear and notable Learning Style; 5=Very strong, dominant Learning Style",31
318,Islamic practice: Seerah study hours,Spirituality,external,"1=No evidence of Islamic practice: Seerah study hours in the conversation; 2=Slight trace of Islamic practice: Seerah study hours; 3=Moderate presence of Islamic practice: Seerah study hours; 4=Clear and notable Islamic practice: Seerah study hours; 5=Very strong, dominant Islamic practice: Seerah study hours",31
319,Safety compliance,Safety,inferred,"1=No evidence of Safety compliance in the conversation; 2=Slight trace of Safety compliance; 3=Moderate presence of Safety compliance; 4=Clear and notable Safety compliance; 5=Very strong, dominant Safety compliance",31
320,Sensationalism,General,inferred,"1=No evidence of Sensationalism in the conversation; 2=Slight trace of Sensationalism; 3=Moderate presence of Sensationalism; 4=Clear and notable Sensationalism; 5=Very strong, dominant Sensationalism",31
321,Nationality,General,inferred,"1=No evidence of Nationality in the conversation; 2=Slight trace of Nationality; 3=Moderate presence of Nationality; 4=Clear and notable Nationality; 5=Very strong, dominant Nationality",32
322,Drollness,General,inferred,"1=No evidence of Drollness in the conversation; 2=Slight trace of Drollness; 3=Moderate presence of Drollness; 4=Clear and notable Drollness; 5=Very strong, dominant Drollness",32
323,Cooperation,General,external,"1=No evidence of Cooperation in the conversation; 2=Slight trace of Cooperation; 3=Moderate presence of Cooperation; 4=Clear and notable Cooperation; 5=Very strong, dominant Cooperation",32
324,Breakfast-skipping frequency,Lifestyle,external,"1=No evidence of Breakfast-skipping frequency in the conversation; 2=Slight trace of Breakfast-skipping frequency; 3=Moderate presence of Breakfast-skipping frequency; 4=Clear and notable Breakfast-skipping frequency; 5=Very strong, dominant Breakfast-skipping frequency",32
325,Sikh spiritual metric: Kirtan participation frequency,Social,external,"1=No evidence of Sikh spiritual metric: Kirtan participation frequency in the conversation; 2=Slight trace of Sikh spiritual metric: Kirtan participation frequency; 3=Moderate presence of Sikh spiritual metric: Kirtan participation frequency; 4=Clear and notable Sikh spiritual metric: Kirtan participation frequency; 5=Very strong, dominant Sikh spiritual metric: Kirtan participation frequency",32
326,Impulsivity,Personality,inferred,"1=No evidence of Impulsivity in the conversation; 2=Slight trace of Impulsivity; 3=Moderate presence of Impulsivity; 4=Clear and notable Impulsivity; 5=Very strong, dominant Impulsivity",32
327,Museum visits/year,Lifestyle,external,"1=No evidence of Museum visits/year in the conversation; 2=Slight trace of Museum visits/year; 3=Moderate presence of Museum visits/year; 4=Clear and notable Museum visits/year; 5=Very strong, dominant Museum visits/year",32
328,Choir participation years,Social,external,"1=No evidence of Choir participation years in the conversation; 2=Slight trace of Choir participation years; 3=Moderate presence of Choir participation years; 4=Clear and notable Choir participation years; 5=Very strong, dominant Choir participation years",32
329,Delegation Ability,Behavior,inferred,"1=No evidence of Delegation Ability in the conversation; 2=Slight trace of Delegation Ability; 3=Moderate presence of Delegation Ability; 4=Clear and notable Delegation Ability; 5=Very strong, dominant Delegation Ability",32
330,Kabbalah sephira balance: Tiferet,Spirituality,inferred,"1=No evidence of Kabbalah sephira balance: Tiferet in the conversation; 2=Slight trace of Kabbalah sephira balance: Tiferet; 3=Moderate presence of Kabbalah sephira balance: Tiferet; 4=Clear and notable Kabbalah sephira balance: Tiferet; 5=Very strong, dominant Kabbalah sephira balance: Tiferet",32
331,Desire to influence others,General,inferred,"1=No evidence of Desire to influence others in the conversation; 2=Slight trace of Desire to influence others; 3=Moderate presence of Desire to influence others; 4=Clear and notable Desire to influence others; 5=Very strong, dominant Desire to influence others",33
332,Vivacity,Emotion,inferred,"1=No evidence of Vivacity in the conversation; 2=Slight trace of Vivacity; 3=Moderate presence of Vivacity; 4=Clear and notable Vivacity; 5=Very strong, dominant Vivacity",33
333,Genialness,General,inferred,"1=No evidence of Genialness in the conversation; 2=Slight trace of Genialness; 3=Moderate presence of Genialness; 4=Clear and notable Genialness; 5=Very strong, dominant Genialness",33
334,Cognitive measure: Working Memory Index,Cognition,inferred,"1=No evidence of Cognitive measure: Working Memory Index in the conversation; 2=Slight trace of Cognitive measure: Working Memory Index; 3=Moderate presence of Cognitive measure: Working Memory Index; 4=Clear and notable Cognitive measure: Working Memory Index; 5=Very strong, dominant Cognitive measure: Working Memory Index",33
335,Ethical practices,General,inferred,"1=No evidence of Ethical practices in the conversation; 2=Slight trace of Ethical practices; 3=Moderate presence of Ethical practices; 4=Clear and notable Ethical practices; 5=Very strong, dominant Ethical practices",33
336,New-Age spiritual metric: Channeling sessions / year,Spirituality,external,"1=No evidence of New-Age spiritual metric: Channeling sessions / year in the conversation; 2=Slight trace of New-Age spiritual metric: Channeling sessions / year; 3=Moderate presence of New-Age spiritual metric: Channeling sessions / year; 4=Clear and notable New-Age spiritual metric: Channeling sessions / year; 5=Very strong, dominant New-Age spiritual metric: Channeling sessions / year",33
